celltype	ExpressionInThisCellType(TPM)	FoldEnrichmentOverNextBestCellType	geneID	geneType	geneStatus	GeneID_human_gencode21	GeneID_human	GeneName	GeneID_mouse	Identity	Confidence	geneID_expressionMatrixID	WGCNAModuleID
microglia	542.603999900723	17.6840888531395	ENSMUSG00000003644.13	protein_coding	KNOWN	ENSG00000117676.11	ENSG00000117676	RPS6KA1	ENSMUSG00000003644	93	1	ENSG00000117676|RPS6KA1	ME11
microglia	172.894897860064	17.4053342131741	ENSMUSG00000031880.6	protein_coding	KNOWN	ENSG00000166592.9	ENSG00000166592	RRAD	ENSMUSG00000031880	93	1	ENSG00000166592|RRAD	ME11
microglia	67.4827830121174	8.49194350916147	ENSMUSG00000020534.10	protein_coding	KNOWN	ENSG00000176974.15	ENSG00000176974	SHMT1	ENSMUSG00000020534	90	1	ENSG00000176974|SHMT1	ME11
microglia	380.254456534465	5.96835130583527	ENSMUSG00000024644.12	protein_coding	KNOWN	ENSG00000133313.12	ENSG00000133313	CNDP2	ENSMUSG00000024644	91	1	ENSG00000133313|CNDP2	ME12
microglia	3504.19499392531	8.60306061207985	ENSMUSG00000021190.10	protein_coding	KNOWN	ENSG00000100600.12	ENSG00000100600	LGMN	ENSMUSG00000021190	83	1	ENSG00000100600|LGMN	ME12
microglia	162.739125886139	44.2777808990724	ENSMUSG00000030263.9	protein_coding	KNOWN	ENSG00000118308.12	ENSG00000118308	LRMP	ENSMUSG00000030263	69	1	ENSG00000118308|LRMP	ME12
microglia	232.28819467695	9.45577217002894	ENSMUSG00000034854.8	protein_coding	KNOWN	ENSG00000161091.10	ENSG00000161091	MFSD12	ENSMUSG00000034854	83	1	ENSG00000161091|MFSD12	ME12
microglia	119.644817406131	6.60654884729954	ENSMUSG00000023143.6	protein_coding	KNOWN	ENSG00000103174.9	ENSG00000103174	NAGPA	ENSMUSG00000023143	81	1	ENSG00000103174|NAGPA	ME12
microglia	264.778155368038	6.19462758055248	ENSMUSG00000002147.14	protein_coding	KNOWN	ENSG00000166888.8	ENSG00000166888	STAT6	ENSMUSG00000002147	85	1	ENSG00000166888|STAT6	ME12
microglia	147.066082852018	12.5797353838632	ENSMUSG00000047123.8	protein_coding	KNOWN	ENSG00000127666.9	ENSG00000127666	TICAM1	ENSMUSG00000047123	56	1	ENSG00000127666|TICAM1	ME12
microglia	140.706429245971	6.05178053075518	ENSMUSG00000018507.12	protein_coding	KNOWN	ENSG00000187688.12	ENSG00000187688	TRPV2	ENSMUSG00000018507	81	1	ENSG00000187688|TRPV2	ME12
microglia	234.383816184609	12.9507690372005	ENSMUSG00000032300.6	protein_coding	KNOWN	ENSG00000167173.16	ENSG00000167173	C15orf39	ENSMUSG00000032300	75	1	ENSG00000167173|C15ORF39	ME13
microglia	15.5819365953651	24.9220236733495	ENSMUSG00000051503.2	protein_coding	NOVEL	ENSG00000176714.9	ENSG00000176714	CCDC121	ENSMUSG00000051503	28	1	ENSG00000176714|CCDC121	ME13
microglia	189.189602458026	30.9458496753728	ENSMUSG00000068335.5	protein_coding	KNOWN	ENSG00000115325.11	ENSG00000115325	DOK1	ENSMUSG00000068335	84	1	ENSG00000115325|DOK1	ME13
microglia	94.2399895354649	5.1885590844843	ENSMUSG00000035673.9	protein_coding	KNOWN	ENSG00000064932.13	ENSG00000064932	SBNO2	ENSMUSG00000035673	80	1	ENSG00000064932|SBNO2	ME13
microglia	169.281630088323	5.10898372681625	ENSMUSG00000062175.9	protein_coding	KNOWN	ENSG00000118707.7	ENSG00000118707	TGIF2	ENSMUSG00000062175	94	1	ENSG00000118707|TGIF2	ME13
microglia	10.1311297972085	170.744743364435	ENSMUSG00000078616.1	protein_coding	KNOWN	ENSG00000132256.16	ENSG00000132256	TRIM5	ENSMUSG00000078616	46	1	ENSG00000132256|TRIM5	ME13
microglia	89.6946624565562	6.9830603353118	ENSMUSG00000034445.7	protein_coding	KNOWN	ENSG00000162144.7	ENSG00000162144	CYB561A3	ENSMUSG00000034445	75	1	ENSG00000162144|CYB561A3	ME14
microglia	27.483618858618	37.2728547044991	ENSMUSG00000030345.12	protein_coding	KNOWN	ENSG00000010219.11	ENSG00000010219	DYRK4	ENSMUSG00000030345	77	1	ENSG00000010219|DYRK4	ME14
microglia	39.0713850717722	65.7647991171038	ENSMUSG00000005947.7	protein_coding	KNOWN	ENSG00000083457.9	ENSG00000083457	ITGAE	ENSMUSG00000005947	70	1	ENSG00000083457|ITGAE	ME14
microglia	24.6382422968232	552.521513595809	ENSMUSG00000069830.6	protein_coding	KNOWN	ENSG00000091592.13	ENSG00000091592	NLRP1	ENSMUSG00000069830	44	1	ENSG00000091592|NLRP1	ME14
microglia	15.393334365263	83.4282802520521	ENSMUSG00000070390.8	protein_coding	KNOWN	ENSG00000091592.13	ENSG00000091592	NLRP1	ENSMUSG00000070390	42	1	ENSG00000091592|NLRP1	ME14
microglia	116.838916282162	5.08933440445332	ENSMUSG00000031378.10	protein_coding	KNOWN	ENSG00000101986.10	ENSG00000101986	ABCD1	ENSMUSG00000031378	89	1	ENSG00000101986|ABCD1	ME15
microglia	232.106099786843	63.9691000988535	ENSMUSG00000050493.8	protein_coding	KNOWN	ENSG00000183615.5	ENSG00000183615	FAM167B	ENSMUSG00000050493	85	1	ENSG00000183615|FAM167B	ME15
microglia	579.517023588144	9.25203276228144	ENSMUSG00000034595.13	protein_coding	KNOWN	ENSG00000146112.9	ENSG00000146112	PPP1R18	ENSMUSG00000034595	74	1	ENSG00000146112|PPP1R18	ME15
microglia	28.1697697826578	5.0112226359489	ENSMUSG00000070942.4	protein_coding	KNOWN	ENSG00000115598.7	ENSG00000115598	IL1RL2	ENSMUSG00000070942	65	1	ENSG00000115598|IL1RL2	ME18
microglia	38.0763487268859	7.59120836978852	ENSMUSG00000038578.11	protein_coding	KNOWN	ENSG00000106868.14	ENSG00000106868	SUSD1	ENSMUSG00000038578	71	1	ENSG00000106868|SUSD1	ME18
microglia	31.800668914585	5.86271983738591	ENSMUSG00000035678.7	protein_coding	KNOWN	ENSG00000125657.4	ENSG00000125657	TNFSF9	ENSMUSG00000035678	32	1	ENSG00000125657|TNFSF9	ME18
microglia	366.245196700675	7.31753726316616	ENSMUSG00000026126.11	protein_coding	KNOWN	ENSG00000072135.10	ENSG00000072135	PTPN18	ENSMUSG00000026126	76	1	ENSG00000072135|PTPN18	ME19
microglia	76.0336422125454	16.6643174027045	ENSMUSG00000037860.11	protein_coding	KNOWN	ENSG00000163568.11	ENSG00000163568	AIM2	ENSMUSG00000037860	56	1	ENSG00000163568|AIM2	ME2
microglia	526.580936770971	6.21047983410738	ENSMUSG00000049866.8	protein_coding	KNOWN	ENSG00000188042.6	ENSG00000188042	ARL4C	ENSMUSG00000049866	96	1	ENSG00000188042|ARL4C	ME2
microglia	404.630819737871	6.69009039651734	ENSMUSG00000027459.12	protein_coding	KNOWN	ENSG00000125898.10	ENSG00000125898	FAM110A	ENSMUSG00000027459	85	1	ENSG00000125898|FAM110A	ME2
microglia	45.7737958615811	6.08897272544027	ENSMUSG00000028850.2	protein_coding	KNOWN	ENSG00000198746.10	ENSG00000198746	GPATCH3	ENSMUSG00000028850	85	1	ENSG00000198746|GPATCH3	ME2
microglia	18.4943194057774	5.27156743912516	ENSMUSG00000039683.12	protein_coding	KNOWN	ENSG00000146555.16	ENSG00000146555	SDK1	ENSMUSG00000039683	90	1	ENSG00000146555|SDK1	ME2
microglia	130.196495108816	5.67302060668266	ENSMUSG00000045374.14	protein_coding	KNOWN	ENSG00000167716.16	ENSG00000167716	WDR81	ENSMUSG00000045374	87	1	ENSG00000167716|WDR81	ME2
microglia	12.3643388876694	14.2888531798997	ENSMUSG00000002944.11	protein_coding	KNOWN	ENSG00000135218.15	ENSG00000135218	CD36	ENSMUSG00000002944	84	1	ENSG00000135218|CD36	ME21
microglia	46.1395375549792	6.94943228939508	ENSMUSG00000015027.10	protein_coding	KNOWN	ENSG00000141012.10	ENSG00000141012	GALNS	ENSMUSG00000015027	85	1	ENSG00000141012|GALNS	ME21
microglia	86.4746520455774	53.394623725246	ENSMUSG00000031659.8	protein_coding	KNOWN	ENSG00000121281.10	ENSG00000121281	ADCY7	ENSMUSG00000031659	84	1	ENSG00000121281|ADCY7	ME22
microglia	614.744416032474	9.7312656754936	ENSMUSG00000052384.9	protein_coding	KNOWN	ENSG00000174004.5	ENSG00000174004	NRROS	ENSMUSG00000052384	81	1	ENSG00000174004|NRROS	ME22
microglia	277.337133077929	6.82584877753532	ENSMUSG00000030047.10	protein_coding	KNOWN	ENSG00000163219.9	ENSG00000163219	ARHGAP25	ENSMUSG00000030047	87	1	ENSG00000163219|ARHGAP25	ME23
microglia	26.5174506409876	69.2131839121347	ENSMUSG00000030206.9	protein_coding	KNOWN	ENSG00000111305.16	ENSG00000111305	GSG1	ENSMUSG00000030206	69	1	ENSG00000111305|GSG1	ME23
microglia	37.4963733662268	43.6194790013147	ENSMUSG00000026271.11	protein_coding	KNOWN	ENSG00000178623.9	ENSG00000178623	GPR35	ENSMUSG00000026271	62	1	ENSG00000178623|GPR35	ME25
microglia	28.1353126341559	8.76772570819248	ENSMUSG00000049562.5	protein_coding	KNOWN	ENSG00000254470.2	ENSG00000254470	AP5B1	ENSMUSG00000049562	78	1	ENSG00000254470|AP5B1	ME26
microglia	26.9320886940359	10.7235407140361	ENSMUSG00000035473.6	protein_coding	KNOWN	ENSG00000143891.14	ENSG00000143891	GALM	ENSMUSG00000035473	87	1	ENSG00000143891|GALM	ME28
microglia	64.7923484656624	31.4529015934223	ENSMUSG00000026321.7	protein_coding	KNOWN	ENSG00000141655.13	ENSG00000141655	TNFRSF11A	ENSMUSG00000026321	68	1	ENSG00000141655|TNFRSF11A	ME28
microglia	20.4093388166323	5.78395248513771	ENSMUSG00000028970.5	protein_coding	KNOWN	ENSG00000085563.12	ENSG00000085563	ABCB1	ENSMUSG00000028970	80	1	ENSG00000085563|ABCB1	ME3
microglia	448.925922168657	56.4999402926244	ENSMUSG00000018381.11	protein_coding	KNOWN	ENSG00000108798.6	ENSG00000108798	ABI3	ENSMUSG00000018381	80	1	ENSG00000108798|ABI3	ME3
microglia	11.7788150782962	38.3444916577986	ENSMUSG00000027318.13	protein_coding	KNOWN	ENSG00000149451.15	ENSG00000149451	ADAM33	ENSMUSG00000027318	71	1	ENSG00000149451|ADAM33	ME3
microglia	320.157678436704	6.85725025015602	ENSMUSG00000028413.9	protein_coding	KNOWN	ENSG00000086062.10	ENSG00000086062	B4GALT1	ENSMUSG00000028413	87	1	ENSG00000086062|B4GALT1	ME3
microglia	82.8444263760992	8.63439682476196	ENSMUSG00000053175.12	protein_coding	KNOWN	ENSG00000069399.10	ENSG00000069399	BCL3	ENSMUSG00000053175	81	1	ENSG00000069399|BCL3	ME3
microglia	1055.05953707868	49.073955404728	ENSMUSG00000035385.5	protein_coding	KNOWN	ENSG00000108691.7	ENSG00000108691	CCL2	ENSMUSG00000035385	54	1	ENSG00000108691|CCL2	ME3
microglia	3362.55993529863	43.346062796416	ENSMUSG00000043953.8	protein_coding	KNOWN	ENSG00000121797.9	ENSG00000121797	CCRL2	ENSMUSG00000043953	50	1	ENSG00000121797|CCRL2	ME3
microglia	741.383360149447	12.8553303336988	ENSMUSG00000056501.3	protein_coding	KNOWN	ENSG00000172216.5	ENSG00000172216	CEBPB	ENSMUSG00000056501	56	1	ENSG00000172216|CEBPB	ME3
microglia	136.495788899154	6.49595245744279	ENSMUSG00000026365.11	protein_coding	KNOWN	ENSG00000000971.13	ENSG00000000971	CFH	ENSMUSG00000026365	61	1	ENSG00000000971|CFH	ME3
microglia	281.930241222029	5.5771439179179	ENSMUSG00000021947.10	protein_coding	KNOWN	ENSG00000165475.11	ENSG00000165475	CRYL1	ENSMUSG00000021947	84	1	ENSG00000165475|CRYL1	ME3
microglia	624.53229974795	6.83076486669161	ENSMUSG00000014599.6	protein_coding	KNOWN	ENSG00000184371.11	ENSG00000184371	CSF1	ENSMUSG00000014599	69	1	ENSG00000184371|CSF1	ME3
microglia	416.972143366157	48.4142836150164	ENSMUSG00000018920.7	protein_coding	KNOWN	ENSG00000161921.12	ENSG00000161921	CXCL16	ENSMUSG00000018920	42	1	ENSG00000161921|CXCL16	ME3
microglia	54.6045571322822	5.148884079507	ENSMUSG00000079057.3	protein_coding	KNOWN	ENSG00000145476.13	ENSG00000145476	CYP4V2	ENSMUSG00000079057	82	1	ENSG00000145476|CYP4V2	ME3
microglia	522.451271192593	8.11155208739959	ENSMUSG00000048120.12	protein_coding	KNOWN	ENSG00000138185.14	ENSG00000138185	ENTPD1	ENSMUSG00000048120	74	1	ENSG00000138185|ENTPD1	ME3
microglia	40.4279192373393	22.9889964474068	ENSMUSG00000022014.10	protein_coding	KNOWN	ENSG00000133106.12	ENSG00000133106	EPSTI1	ENSMUSG00000022014	51	1	ENSG00000133106|EPSTI1	ME3
microglia	290.077640891155	9.08148204608403	ENSMUSG00000053158.9	protein_coding	KNOWN	ENSG00000182511.9	ENSG00000182511	FES	ENSMUSG00000053158	91	1	ENSG00000182511|FES	ME3
microglia	127.284133732642	13.5946446093703	ENSMUSG00000006344.12	protein_coding	KNOWN	ENSG00000099998.15	ENSG00000099998	GGT5	ENSMUSG00000006344	78	1	ENSG00000099998|GGT5	ME3
microglia	223.152983878718	16.3395794067118	ENSMUSG00000034786.13	protein_coding	KNOWN	ENSG00000213654.7	ENSG00000213654	GPSM3	ENSMUSG00000034786	88	1	ENSG00000213654|GPSM3	ME3
microglia	1899.62261274413	14.3234709797779	ENSMUSG00000034708.7	protein_coding	KNOWN	ENSG00000030582.14	ENSG00000030582	GRN	ENSMUSG00000034708	75	1	ENSG00000030582|GRN	ME3
microglia	284.502273775315	9.80949362160975	ENSMUSG00000022575.4	protein_coding	KNOWN	ENSG00000104518.8	ENSG00000104518	GSDMD	ENSMUSG00000022575	57	1	ENSG00000104518|GSDMD	ME3
microglia	13.0059639426931	61.7812724135929	ENSMUSG00000000673.8	protein_coding	KNOWN	ENSG00000162882.12	ENSG00000162882	HAAO	ENSMUSG00000000673	85	1	ENSG00000162882|HAAO	ME3
microglia	866.504803662979	5.33478640730727	ENSMUSG00000031770.11	protein_coding	KNOWN	ENSG00000051108.12	ENSG00000051108	HERPUD1	ENSMUSG00000031770	89	1	ENSG00000051108|HERPUD1	ME3
microglia	7019.42593505987	14.2309301945008	ENSMUSG00000021665.7	protein_coding	KNOWN	ENSG00000049860.11	ENSG00000049860	HEXB	ENSMUSG00000021665	71	1	ENSG00000049860|HEXB	ME3
microglia	251.425119851296	7.61467697587755	ENSMUSG00000006611.10	protein_coding	KNOWN	ENSG00000010704.16	ENSG00000010704	HFE	ENSMUSG00000006611	69	1	ENSG00000010704|HFE	ME3
microglia	389.142328101548	7.84441221616849	ENSMUSG00000020009.8	protein_coding	KNOWN	ENSG00000027697.10	ENSG00000027697	IFNGR1	ENSMUSG00000020009	50	1	ENSG00000027697|IFNGR1	ME3
microglia	881.687863218573	38.5271267326221	ENSMUSG00000026288.10	protein_coding	KNOWN	ENSG00000168918.11	ENSG00000168918	INPP5D	ENSMUSG00000026288	88	1	ENSG00000168918|INPP5D	ME3
microglia	1787.02042257596	14.4822173624208	ENSMUSG00000022817.10	protein_coding	KNOWN	ENSG00000082781.9	ENSG00000082781	ITGB5	ENSMUSG00000022817	87	1	ENSG00000082781|ITGB5	ME3
microglia	61.8223026129939	131.959824535622	ENSMUSG00000034959.7	protein_coding	KNOWN	ENSG00000102445.16	ENSG00000102445	KIAA0226L	ENSMUSG00000034959	61	1	ENSG00000102445|KIAA0226L	ME3
microglia	241.647146634559	6.84803571112529	ENSMUSG00000002699.8	protein_coding	KNOWN	ENSG00000043462.9	ENSG00000043462	LCP2	ENSMUSG00000002699	82	1	ENSG00000043462|LCP2	ME3
microglia	231.190900591892	5.71048851828862	ENSMUSG00000028708.12	protein_coding	KNOWN	ENSG00000079277.17	ENSG00000079277	MKNK1	ENSMUSG00000028708	83	1	ENSG00000079277|MKNK1	ME3
microglia	215.261571542209	56.7826679117012	ENSMUSG00000024300.12	protein_coding	KNOWN	ENSG00000142347.14	ENSG00000142347	MYO1F	ENSMUSG00000024300	94	1	ENSG00000142347|MYO1F	ME3
microglia	89.3120511167286	10.9204200682605	ENSMUSG00000033016.11	protein_coding	KNOWN	ENSG00000131196.15	ENSG00000131196	NFATC1	ENSMUSG00000033016	84	1	ENSG00000131196|NFATC1	ME3
microglia	1020.6502480083	6.41367218520785	ENSMUSG00000018217.8	protein_coding	KNOWN	ENSG00000109099.11	ENSG00000109099	PMP22	ENSMUSG00000018217	85	1	ENSG00000109099|PMP22	ME3
microglia	74.4615310790003	5.47093963763166	ENSMUSG00000042129.6	protein_coding	KNOWN	ENSG00000107551.18	ENSG00000107551	RASSF4	ENSMUSG00000042129	80	1	ENSG00000107551|RASSF4	ME3
microglia	1589.26155146834	30.9803754260824	ENSMUSG00000026358.9	protein_coding	KNOWN	ENSG00000090104.9	ENSG00000090104	RGS1	ENSMUSG00000026358	87	1	ENSG00000090104|RGS1	ME3
microglia	466.007732165878	13.3511615764261	ENSMUSG00000029401.7	protein_coding	KNOWN	ENSG00000150977.10	ENSG00000150977	RILPL2	ENSMUSG00000029401	68	1	ENSG00000150977|RILPL2	ME3
microglia	582.923724563199	5.11579384055852	ENSMUSG00000040188.9	protein_coding	KNOWN	ENSG00000140497.14	ENSG00000140497	SCAMP2	ENSMUSG00000040188	89	1	ENSG00000140497|SCAMP2	ME3
microglia	1362.16542753855	108.706021193988	ENSMUSG00000024737.2	protein_coding	KNOWN	ENSG00000110446.7	ENSG00000110446	SLC15A3	ENSMUSG00000024737	81	1	ENSG00000110446|SLC15A3	ME3
microglia	61.7435852744765	16.3687427006588	ENSMUSG00000038963.11	protein_coding	KNOWN	ENSG00000101187.13	ENSG00000101187	SLCO4A1	ENSMUSG00000038963	75	1	ENSG00000101187|SLCO4A1	ME3
microglia	15.4877752379535	23.9447329868999	ENSMUSG00000035208.11	protein_coding	KNOWN	ENSG00000172716.14	ENSG00000172716	SLFN11	ENSMUSG00000035208	59	1	ENSG00000172716|SLFN11	ME3
microglia	287.654322899161	6.21969637290303	ENSMUSG00000005803.10	protein_coding	KNOWN	ENSG00000137767.11	ENSG00000137767	SQRDL	ENSMUSG00000005803	87	1	ENSG00000137767|SQRDL	ME3
microglia	310.441474090958	7.0379003880912	ENSMUSG00000079442.8	protein_coding	KNOWN	ENSG00000136840.16	ENSG00000136840	ST6GALNAC4	ENSMUSG00000079442	89	1	ENSG00000136840|ST6GALNAC4	ME3
microglia	650.041320786749	6.6071379662725	ENSMUSG00000048277.11	protein_coding	KNOWN	ENSG00000108639.5	ENSG00000108639	SYNGR2	ENSMUSG00000048277	88	1	ENSG00000108639|SYNGR2	ME3
microglia	264.670358566468	5.09929705806269	ENSMUSG00000024308.10	protein_coding	KNOWN	ENSG00000231925.9	ENSG00000231925	TAPBP	ENSMUSG00000024308	66	1	ENSG00000231925|TAPBP	ME3
microglia	786.886785612021	7.4418960396253	ENSMUSG00000002603.11	protein_coding	KNOWN	ENSG00000105329.7	ENSG00000105329	TGFB1	ENSMUSG00000002603	90	1	ENSG00000105329|TGFB1	ME3
microglia	562.374817589237	8.96294155387062	ENSMUSG00000037820.11	protein_coding	KNOWN	ENSG00000198959.9	ENSG00000198959	TGM2	ENSMUSG00000037820	84	1	ENSG00000198959|TGM2	ME3
microglia	32.5365390821564	12.9934304448428	ENSMUSG00000042333.10	protein_coding	KNOWN	ENSG00000157873.15	ENSG00000157873	TNFRSF14	ENSMUSG00000042333	40	1	ENSG00000157873|TNFRSF14	ME3
microglia	361.444137516369	6.78416565075535	ENSMUSG00000030341.13	protein_coding	KNOWN	ENSG00000067182.5	ENSG00000067182	TNFRSF1A	ENSMUSG00000030341	60	1	ENSG00000067182|TNFRSF1A	ME3
microglia	180.110666861209	18.0329529790446	ENSMUSG00000036918.11	protein_coding	KNOWN	ENSG00000068724.13	ENSG00000068724	TTC7A	ENSMUSG00000036918	86	1	ENSG00000068724|TTC7A	ME3
microglia	1397.39114296149	21.3302706358339	ENSMUSG00000036908.12	protein_coding	KNOWN	ENSG00000110057.5	ENSG00000110057	UNC93B1	ENSMUSG00000036908	88	1	ENSG00000110057|UNC93B1	ME3
microglia	4645.63400316244	6.30637796575277	ENSMUSG00000044786.5	protein_coding	KNOWN	ENSG00000128016.5	ENSG00000128016	ZFP36	ENSMUSG00000044786	80	1	ENSG00000128016|ZFP36	ME3
microglia	48.4330901622778	54.6828243828676	ENSMUSG00000074342.2	protein_coding	KNOWN	ENSG00000143110.9	ENSG00000143110	C1orf162	ENSMUSG00000074342	47	1	ENSG00000143110|C1ORF162	ME30
microglia	883.360479801541	38.4206170873241	ENSMUSG00000060063.6	protein_coding	KNOWN	ENSG00000132965.7	ENSG00000132965	ALOX5AP	ENSMUSG00000060063	68	1	ENSG00000132965|ALOX5AP	ME33
microglia	198.119574305523	27.6967754477817	ENSMUSG00000026786.10	protein_coding	KNOWN	ENSG00000077420.13	ENSG00000077420	APBB1IP	ENSMUSG00000026786	81	1	ENSG00000077420|APBB1IP	ME33
microglia	8421.64762743612	51.5578133910581	ENSMUSG00000036887.5	protein_coding	KNOWN	ENSG00000173372.14	ENSG00000173372	C1QA	ENSMUSG00000036887	71	1	ENSG00000173372|C1QA	ME33
microglia	4539.77324857187	39.4832425027306	ENSMUSG00000036905.8	protein_coding	KNOWN	ENSG00000173369.13	ENSG00000173369	C1QB	ENSMUSG00000036905	79	1	ENSG00000173369|C1QB	ME33
microglia	12.0816282206204	32.8975344665277	ENSMUSG00000024164.11	protein_coding	KNOWN	ENSG00000125730.14	ENSG00000125730	C3	ENSMUSG00000024164	77	1	ENSG00000125730|C3	ME33
microglia	453.495243222179	159.918643844648	ENSMUSG00000049130.5	protein_coding	KNOWN	ENSG00000197405.5	ENSG00000197405	C5AR1	ENSMUSG00000049130	66	1	ENSG00000197405|C5AR1	ME33
microglia	17.5328458477243	285.773645194816	ENSMUSG00000064039.3	protein_coding	KNOWN	ENSG00000163823.3	ENSG00000163823	CCR1	ENSMUSG00000064039	62	1	ENSG00000163823|CCR1	ME33
microglia	402.636983513213	92.393071954978	ENSMUSG00000025804.4	protein_coding	KNOWN	ENSG00000163823.3	ENSG00000163823	CCR1	ENSMUSG00000025804	80	1	ENSG00000163823|CCR1	ME33
microglia	1888.05540157274	115.650930862094	ENSMUSG00000051439.6	protein_coding	KNOWN	ENSG00000170458.11	ENSG00000170458	CD14	ENSMUSG00000051439	65	1	ENSG00000170458|CD14	ME33
microglia	1089.09337952332	82.917257573262	ENSMUSG00000030798.9	protein_coding	KNOWN	ENSG00000104894.9	ENSG00000104894	CD37	ENSMUSG00000030798	80	1	ENSG00000104894|CD37	ME33
microglia	217.108002977899	79.7190004743464	ENSMUSG00000050370.4	protein_coding	KNOWN	ENSG00000138135.6	ENSG00000138135	CH25H	ENSMUSG00000050370	76	1	ENSG00000138135|CH25H	ME33
microglia	6557.91468760291	36.9247686827172	ENSMUSG00000024621.11	protein_coding	KNOWN	ENSG00000182578.11	ENSG00000182578	CSF1R	ENSMUSG00000024621	75	1	ENSG00000182578|CSF1R	ME33
microglia	114.019009029778	45.1965292733204	ENSMUSG00000052085.6	protein_coding	KNOWN	ENSG00000107099.13	ENSG00000107099	DOCK8	ENSMUSG00000052085	92	1	ENSG00000107099|DOCK8	ME33
microglia	35.0747344939443	34.951378835482	ENSMUSG00000059089.4	protein_coding	KNOWN	ENSG00000203747.7	ENSG00000203747	FCGR3A	ENSMUSG00000059089	53	1	ENSG00000203747|FCGR3A	ME33
microglia	106.407539090321	13.2000814304526	ENSMUSG00000032725.9	protein_coding	KNOWN	ENSG00000165457.11	ENSG00000165457	FOLR2	ENSMUSG00000032725	76	1	ENSG00000165457|FOLR2	ME33
microglia	881.186644266631	124.357316166317	ENSMUSG00000051212.7	protein_coding	KNOWN	ENSG00000169508.6	ENSG00000169508	GPR183	ENSMUSG00000051212	87	1	ENSG00000169508|GPR183	ME33
microglia	782.127191410368	20.5548129746776	ENSMUSG00000040229.7	protein_coding	KNOWN	ENSG00000171659.11	ENSG00000171659	GPR34	ENSMUSG00000040229	90	1	ENSG00000171659|GPR34	ME33
microglia	142.288196909789	56.9968472551011	ENSMUSG00000020399.10	protein_coding	KNOWN	ENSG00000135077.6	ENSG00000135077	HAVCR2	ENSMUSG00000020399	59	1	ENSG00000135077|HAVCR2	ME33
microglia	373.268564110936	148.366338411315	ENSMUSG00000003283.9	protein_coding	KNOWN	ENSG00000101336.10	ENSG00000101336	HCK	ENSMUSG00000003283	90	1	ENSG00000101336|HCK	ME33
microglia	634.855989266151	52.1130378261395	ENSMUSG00000022831.10	protein_coding	KNOWN	ENSG00000180353.8	ENSG00000180353	HCLS1	ENSMUSG00000022831	81	1	ENSG00000180353|HCLS1	ME33
microglia	89.8666869615163	60.7569644006743	ENSMUSG00000064109.7	protein_coding	KNOWN	ENSG00000126264.7	ENSG00000126264	HCST	ENSMUSG00000064109	66	1	ENSG00000126264|HCST	ME33
microglia	823.904668038326	7.52231205368345	ENSMUSG00000005413.7	protein_coding	KNOWN	ENSG00000100292.14	ENSG00000100292	HMOX1	ENSMUSG00000005413	82	1	ENSG00000100292|HMOX1	ME33
microglia	173.113151112257	31.5360186878461	ENSMUSG00000029919.4	protein_coding	KNOWN	ENSG00000163106.8	ENSG00000163106	HPGDS	ENSMUSG00000029919	80	1	ENSG00000163106|HPGDS	ME33
microglia	720.895189199659	83.1284365590843	ENSMUSG00000032089.12	protein_coding	KNOWN	ENSG00000110324.7	ENSG00000110324	IL10RA	ENSMUSG00000032089	56	1	ENSG00000110324|IL10RA	ME33
microglia	1285.8791857068	30.26908081838	ENSMUSG00000030786.14	protein_coding	KNOWN	ENSG00000169896.14	ENSG00000169896	ITGAM	ENSMUSG00000030786	75	1	ENSG00000169896|ITGAM	ME33
microglia	615.925866455773	81.620555163957	ENSMUSG00000000290.9	protein_coding	KNOWN	ENSG00000160255.14	ENSG00000160255	ITGB2	ENSMUSG00000000290	82	1	ENSG00000160255|ITGB2	ME33
microglia	144.168734316386	17.1398137339713	ENSMUSG00000040751.8	protein_coding	KNOWN	ENSG00000086730.14	ENSG00000086730	LAT2	ENSMUSG00000040751	50	1	ENSG00000086730|LAT2	ME33
microglia	41.5336159265621	46.1027684616861	ENSMUSG00000067714.9	protein_coding	KNOWN	ENSG00000184574.7	ENSG00000184574	LPAR5	ENSMUSG00000067714	81	1	ENSG00000184574|LPAR5	ME33
microglia	815.822394543681	39.3784917534569	ENSMUSG00000033192.4	protein_coding	KNOWN	ENSG00000087253.9	ENSG00000087253	LPCAT2	ENSMUSG00000033192	88	1	ENSG00000087253|LPCAT2	ME33
microglia	456.881028989445	20.9629177762047	ENSMUSG00000073412.6	protein_coding	KNOWN	ENSG00000204482.8	ENSG00000204482	LST1	ENSMUSG00000073412	48	1	ENSG00000204482|LST1	ME33
microglia	1530.95284463567	29.1763699154959	ENSMUSG00000046805.9	protein_coding	KNOWN	ENSG00000197629.5	ENSG00000197629	MPEG1	ENSMUSG00000046805	76	1	ENSG00000197629|MPEG1	ME33
microglia	124.867371558184	37.2343434527024	ENSMUSG00000024672.7	protein_coding	KNOWN	ENSG00000166927.10	ENSG00000166927	MS4A7	ENSMUSG00000024672	51	1	ENSG00000166927|MS4A7	ME33
microglia	1300.43762489981	10.3392895657562	ENSMUSG00000036353.9	protein_coding	KNOWN	ENSG00000169313.9	ENSG00000169313	P2RY12	ENSMUSG00000036353	87	1	ENSG00000169313|P2RY12	ME33
